url,status,title,meta_description,readability_title,n_links,n_images,n_tables,n_jsonld,n_emails,n_phones
https://moncoinsante.com/mcs/en/paracetamol/3980-doliprane-paracetamol-1000-mg-tablets-pain-and-fever-relief-pack-of-8-3400935955838.html,200,,,,,,,,,
